run_key,run_id,status,checkpoint_sha256,ledger_mode,ledger_transaction_count,tx_iteration,tx_realized_k,tx_candidate_limit,tx_inspected_candidate_count,final_psnr,final/ssim,final/dynamic_mask_psnr,final/static_region_psnr,final/static_ghost_score,final/track_flow_l1,final/dynamic_edge_magnitude,final_total_points,final/points/hard_static,final_iteration
v11_common_i5000,P9-V11-B01-CUT-S0-COMMON-I5000,completed,18f80a0f2c2d7f0c6f66a31c9ddcc58db451ce6358cb36467a859464ad5cdb98,disabled,0,,,,,34.0573269144694,0.9601381878058116,24.901438000996908,34.5004341506958,0.0909316044424971,0.03933243006841594,0.03554617928341031,562147,0,5000
v13_route0_i5250,P9-V13-B01-CUT-S0-ROUTE0-I5250-TX5001,completed,62971b3a7d1e832e3dc1907e7f311378b4a14905cd36a7e431a501096d965e93,route0,1,5001,0,,,34.003838551839195,0.960487562417984,25.124321867624918,34.343198941548664,0.09128772087395191,0.03933243006841594,0.03575209496542811,562147,0,5250
v13_capacity_only_i5250,P9-V13-B01-CUT-S0-CAPACITY_ONLY-I5250-TX5001,completed,b7d4f4c7a225e99fa1cadc5c7a8bc691b745680bcef10b3a33d245a10d6eaea0,capacity-only,1,5001,256,4096,288,34.052154019673665,0.9605745180447897,25.135483779907226,34.3983563486735,0.09147570565342904,0.03933243006841594,0.03581433353324731,562147,0,5250
