job_id	mode	source_manifest	frame_manifest	depth_out_dir	support_out_dir	log_stdout	log_stderr
49029847	infer	/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/hide_reveal_real_windows.json	/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_smoke_frame_manifest.json	/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_smoke_da3_depth_retry1	/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_smoke_depth_support_retry1	/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/logs/depth_occlusion_infer_49029847.out	/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/logs/depth_occlusion_infer_49029847.err
