job_id	stage	manifest	out_dir	log_stdout	log_stderr
48763378	nonoracle-candidates	refine-logs/hide_reveal_real_windows.json	refine-logs/hide_reveal_poc/r018_nonoracle_candidates	/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/logs/hide_reveal_nonoracle-candidates_48763378.out	/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/logs/hide_reveal_nonoracle-candidates_48763378.err
