job_id	stage	manifest	out_dir	log_stdout	log_stderr
48653179	real	refine-logs/hide_reveal_real_windows.json	refine-logs/hide_reveal_poc/r010_route0_real_eval	/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/logs/hide_reveal_real_48653179.out	/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/logs/hide_reveal_real_48653179.err
