job_id	stage	manifest	out_dir	log_stdout	log_stderr
48874592	real	refine-logs/hide_reveal_poc/r027_event_boundary_micro_densify_manifest.json	refine-logs/hide_reveal_poc/r027_event_boundary_micro_densify_real_eval	/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/logs/hide_reveal_real_48874592.out	/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/logs/hide_reveal_real_48874592.err
