job_id	mode	source_manifest	frame_manifest	depth_out_dir	support_out_dir	log_stdout	log_stderr
49030039	prepare	/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/hide_reveal_real_windows.json	/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_da3_frame_manifest.json	/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_da3_depth_full	/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_depth_support_full	/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/logs/depth_occlusion_prepare_49030039.out	/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/logs/depth_occlusion_prepare_49030039.err
