job_id	mode	source_manifest	frame_manifest	depth_out_dir	support_out_dir	log_stdout	log_stderr
49031389	support	/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/hide_reveal_real_windows.json	/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_da3_frame_manifest.json	/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r031_da3_depth_full	/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/refine-logs/depth_occlusion_support/r032_depth_support_highrecall	/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/logs/depth_occlusion_support_49031389.out	/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/logs/depth_occlusion_support_49031389.err
