job_id	stage	manifest	out_dir	log_stdout	log_stderr
48653948	real	refine-logs/hide_reveal_poc/r011_residual_uncertainty_manifest.json	refine-logs/hide_reveal_poc/r011_residual_uncertainty_real_eval	/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/logs/hide_reveal_real_48653948.out	/leonardo_work/EUHPC_D21_034/proj_adags/repo/adags/logs/hide_reveal_real_48653948.err
