window_id,scene,frame_start,frame_end,crop_xyxy,candidate_score,status,smooth_l1,event_l1,smooth_flicker,event_flicker,static_ghost,event_budget,smooth_score,event_score,delta_score,accepted
flame_steak_nonoracle_02_176_191_240_240_400_400,flame_steak,176,191,"[240, 240, 400, 400]",0.05417929473333061,scored,0.016071561723947525,0.22054946422576904,0.013430270366370678,0.027920784428715706,0.26699188351631165,0.8794795870780945,0.019429129315540195,0.22761760829165578,0.2081884789761156,False
flame_steak_nonoracle_03_160_175_240_320_400_480,flame_steak,160,175,"[240, 320, 400, 480]",0.052715601853560654,scored,0.021015822887420654,0.17663012444972992,0.016871050000190735,0.026991819962859154,0.1432756781578064,0.8794795870780945,0.025233585387468338,0.18346602739915252,0.15823244201168418,False
flame_steak_nonoracle_04_164_179_320_320_480_480,flame_steak,164,179,"[320, 320, 480, 480]",0.051428171410225335,scored,0.019926268607378006,0.17567624151706696,0.016399525105953217,0.02653217315673828,0.14947210252285004,0.8794795870780945,0.02402614988386631,0.18239723276495934,0.15837108288109303,False
flame_steak_nonoracle_05_168_183_240_240_400_400,flame_steak,168,183,"[240, 240, 400, 400]",0.049174917105119675,scored,0.016923625022172928,0.23643828928470612,0.01400784682482481,0.02952931635081768,0.2618601322174072,0.8794795870780945,0.02042558672837913,0.24390856633111835,0.22348297960273922,False
flame_steak_nonoracle_06_176_191_240_320_400_480,flame_steak,176,191,"[240, 320, 400, 480]",0.04762279712595045,scored,0.016638826578855515,0.1500941514968872,0.013735651969909668,0.02252356894314289,0.14921170473098755,0.8794795870780945,0.02007273957133293,0.15581299169138074,0.1357402521200478,False
flame_steak_nonoracle_07_156_171_320_320_480_480,flame_steak,156,171,"[320, 320, 480, 480]",0.04469762496883049,scored,0.01995527558028698,0.17296582460403442,0.013051736168563366,0.02205844782292843,0.14156115055084229,0.8794795870780945,0.02321820962242782,0.17856838451847434,0.15535017489604652,False
flame_steak_nonoracle_08_172_187_320_320_480_480,flame_steak,172,187,"[320, 320, 480, 480]",0.04429568956838921,scored,0.015834258869290352,0.17494310438632965,0.01229085586965084,0.022245921194553375,0.15894992649555206,0.8794795870780945,0.018906972836703062,0.1805925326436758,0.16168555980697275,False
flame_steak_nonoracle_09_172_187_320_240_480_400,flame_steak,172,187,"[320, 240, 480, 400]",0.04356593652628362,scored,0.017111146822571754,0.2418806254863739,0.012219737283885479,0.028005892410874367,0.29473116993904114,0.8794795870780945,0.020166081143543124,0.2489700465478003,0.22880396540425718,False
flame_steak_nonoracle_10_184_199_240_320_400_480,flame_steak,184,199,"[240, 320, 400, 480]",0.04212678293697536,scored,0.01619211584329605,0.14571861922740936,0.01265664491802454,0.021010691300034523,0.14388813078403473,0.8794795870780945,0.019356277072802186,0.1510592400111258,0.13170296293832362,False
flame_steak_nonoracle_11_248_263_240_320_400_480,flame_steak,248,263,"[240, 320, 400, 480]",0.041830130759626626,scored,0.017202438786625862,0.1509600579738617,0.01437290571630001,0.022735223174095154,0.13123725354671478,0.8794795870780945,0.020795665215700865,0.1567318117260933,0.13593614651039243,False
flame_steak_nonoracle_12_256_271_240_320_400_480,flame_steak,256,271,"[240, 320, 400, 480]",0.03990549014415592,scored,0.0172173660248518,0.14814934134483337,0.013552287593483925,0.021490341052412987,0.1327998787164688,0.8794795870780945,0.02060543792322278,0.15360987456664443,0.13300443664342165,False
flame_steak_nonoracle_13_184_199_240_240_400_400,flame_steak,184,199,"[240, 240, 400, 400]",0.03951118901313748,scored,0.014267291873693466,0.21249380707740784,0.009769590571522713,0.02351808361709118,0.25903066992759705,0.8794795870780945,0.016709689516574144,0.21846127594038844,0.2017515864238143,False
flame_steak_nonoracle_14_180_195_320_240_480_400,flame_steak,180,195,"[320, 240, 480, 400]",0.038510333909653124,scored,0.015823207795619965,0.2599261403083801,0.01015798281878233,0.027456063777208328,0.3095572590827942,0.8794795870780945,0.018362703500315547,0.26687810421139,0.24851540071107447,False
flame_steak_nonoracle_15_164_179_320_240_480_400,flame_steak,164,179,"[320, 240, 480, 400]",0.037769537395797664,scored,0.01782924123108387,0.23453623056411743,0.012309055775403976,0.027412712574005127,0.27286529541015625,0.8794795870780945,0.020906505174934864,0.24147735666632653,0.22057085149139166,False
flame_steak_nonoracle_16_240_255_240_320_400_480,flame_steak,240,255,"[240, 320, 400, 480]",0.03743443812709302,scored,0.015797199681401253,0.15011316537857056,0.012510774657130241,0.020964741706848145,0.13028278946876526,0.8794795870780945,0.018924893345683813,0.1554422987639904,0.1365174054183066,False
flame_steak_nonoracle_17_076_091_240_240_400_400,flame_steak,76,91,"[240, 240, 400, 400]",0.03701339120743796,scored,0.016320811584591866,0.22003573179244995,0.011492643505334854,0.02540338970720768,0.26661112904548645,0.8794795870780945,0.01919397246092558,0.22647452717795968,0.2072805547170341,False
flame_steak_nonoracle_18_176_191_320_160_480_320,flame_steak,176,191,"[320, 160, 480, 320]",0.03624795322539284,scored,0.018894312903285027,0.39050039649009705,0.01049177534878254,0.037060461938381195,0.4030027389526367,0.8794795870780945,0.02151725674048066,0.39985345993340016,0.3783362031929195,False
flame_steak_nonoracle_19_080_095_240_320_400_480,flame_steak,80,95,"[240, 320, 400, 480]",0.03551351241767406,scored,0.01722259819507599,0.15199722349643707,0.012630879878997803,0.021264957264065742,0.13935045897960663,0.8794795870780945,0.02038031816482544,0.15740141077116132,0.13702109260633588,False
flame_steak_nonoracle_20_176_191_240_160_400_320,flame_steak,176,191,"[240, 160, 400, 320]",0.03533135892357677,scored,0.014916674233973026,0.35841986536979675,0.010393647477030754,0.034783631563186646,0.3369757831096649,0.8794795870780945,0.017515086103230715,0.3672037212193012,0.3496886351160705,False
flame_steak_nonoracle_21_204_219_240_240_400_400,flame_steak,204,219,"[240, 240, 400, 400]",0.033579435432329774,scored,0.013108644634485245,0.206529438495636,0.008662783540785313,0.022123876959085464,0.2566840648651123,0.8794795870780945,0.015274340519681573,0.21214835569411516,0.1968740151744336,False
flame_steak_nonoracle_22_168_183_320_160_480_320,flame_steak,168,183,"[320, 160, 480, 320]",0.03279798249714076,scored,0.017947722226381302,0.3832518458366394,0.009588204324245453,0.03530389443039894,0.3903134763240814,0.8794795870780945,0.020344773307442665,0.39216576740294695,0.3718209940955043,False
flame_steak_nonoracle_23_160_175_240_240_400_400,flame_steak,160,175,"[240, 240, 400, 400]",0.03267219818662852,scored,0.01689019612967968,0.250613808631897,0.011179129593074322,0.027030274271965027,0.2579994797706604,0.8794795870780945,0.01968497852794826,0.25745932515859604,0.23777434663064778,False
flame_steak_nonoracle_24_264_279_240_320_400_480,flame_steak,264,279,"[240, 320, 400, 480]",0.032558879913995045,scored,0.015842575579881668,0.14512363076210022,0.011951715685427189,0.02028174139559269,0.13636642694473267,0.8794795870780945,0.018830504501238465,0.1502820140697062,0.13145150956846774,False
sear_steak_nonoracle_01_276_291_240_320_400_480,sear_steak,276,291,"[240, 320, 400, 480]",0.03213027903111651,scored,0.015815451741218567,0.1448359340429306,0.011053476482629776,0.01867159642279148,0.13784998655319214,0.8794795870780945,0.01857882086187601,0.14959178110733629,0.13101296024546027,False
sear_steak_nonoracle_02_284_299_240_320_400_480,sear_steak,284,299,"[240, 320, 400, 480]",0.029121139540802685,scored,0.01585031859576702,0.14089271426200867,0.010716959834098816,0.01774609461426735,0.1352570503950119,0.8794795870780945,0.018529558554291725,0.14541718587428332,0.1268876273199916,False
sear_steak_nonoracle_03_220_235_240_320_400_480,sear_steak,220,235,"[240, 320, 400, 480]",0.025405139446957034,scored,0.01464120578020811,0.14574676752090454,0.00828592386096716,0.0161198191344738,0.13316816091537476,0.8794795870780945,0.0167126867454499,0.1498646702632308,0.1331519835177809,False
sear_steak_nonoracle_04_268_283_240_320_400_480,sear_steak,268,283,"[240, 320, 400, 480]",0.024538879675969835,scored,0.015298129990696907,0.14629606902599335,0.008979227393865585,0.016969231888651848,0.1387808620929718,0.8794795870780945,0.017542936839163303,0.15062632495686412,0.13308338811770082,False
sear_steak_nonoracle_05_228_243_240_320_400_480,sear_steak,228,243,"[240, 320, 400, 480]",0.024045536329504104,scored,0.014377276413142681,0.14574436843395233,0.007926992140710354,0.015358161181211472,0.13305974006652832,0.8794795870780945,0.01635902444832027,0.149671856687963,0.13331283223964274,False
sear_steak_nonoracle_06_080_095_320_160_480_320,sear_steak,80,95,"[320, 160, 480, 320]",0.018540603306610136,scored,0.014923615381121635,0.3786254823207855,0.006962108425796032,0.03368428722023964,0.36532002687454224,0.8794795870780945,0.016664142487570643,0.38713450208455324,0.3704703595969826,False
sear_steak_nonoracle_07_204_219_240_320_400_480,sear_steak,204,219,"[240, 320, 400, 480]",0.01834301550989039,scored,0.013871412724256516,0.1461833417415619,0.007899421267211437,0.015555335208773613,0.13241533935070038,0.8794795870780945,0.015846268041059375,0.1501601235024631,0.13431385546140373,False
sear_steak_nonoracle_08_080_095_240_160_400_320,sear_steak,80,95,"[240, 160, 400, 320]",0.01813465651939623,scored,0.013362337835133076,0.3569044768810272,0.006963991094380617,0.03208811581134796,0.378734827041626,0.8794795870780945,0.01510333560872823,0.365014453792572,0.3499111181838438,False
sear_steak_nonoracle_09_276_291_320_320_480_480,sear_steak,276,291,"[320, 320, 480, 480]",0.017910710209980606,scored,0.013700040057301521,0.17365582287311554,0.00840692687779665,0.01864517852663994,0.14275288581848145,0.8794795870780945,0.015801771776750684,0.17840506546348334,0.16260329368673265,False
sear_steak_nonoracle_10_212_227_240_320_400_480,sear_steak,212,227,"[240, 320, 400, 480]",0.01772272503003478,scored,0.014110603369772434,0.1464676409959793,0.007293930277228355,0.014811132103204727,0.13295745849609375,0.8794795870780945,0.015934085939079523,0.1502583719804883,0.13432428604140878,False
sear_steak_nonoracle_11_164_179_240_320_400_480,sear_steak,164,179,"[240, 320, 400, 480]",0.01728054718696512,scored,0.013028869405388832,0.14273840188980103,0.007706397213041782,0.015439324080944061,0.12922777235507965,0.8794795870780945,0.014955468708649278,0.14668618086874485,0.13173071216009558,False
sear_steak_nonoracle_12_280_295_240_240_400_400,sear_steak,280,295,"[240, 240, 400, 400]",0.01667565781390294,scored,0.014498092234134674,0.21886464953422546,0.007860526442527771,0.021135490387678146,0.25040385127067566,0.8794795870780945,0.016463223844766617,0.2242364700898528,0.2077732462450862,False
sear_steak_nonoracle_13_284_299_320_320_480_480,sear_steak,284,299,"[320, 320, 480, 480]",0.015921080094994978,scored,0.013461119495332241,0.17123347520828247,0.008073560893535614,0.01778125949203968,0.14311011135578156,0.8794795870780945,0.015479509718716145,0.1757667380400002,0.16028722832128406,False
sear_steak_nonoracle_14_228_243_160_320_320_480,sear_steak,228,243,"[160, 320, 320, 480]",0.015804400612250902,scored,0.014561338350176811,0.24054504930973053,0.006634150631725788,0.02072940394282341,0.17901919782161713,0.8794795870780945,0.016219876008108258,0.2458153482541442,0.22959547224603594,False
sear_steak_nonoracle_15_280_295_160_240_320_400,sear_steak,280,295,"[160, 240, 320, 400]",0.01577646635705605,scored,0.012677623890340328,0.33976858854293823,0.0072385999374091625,0.02863406017422676,0.3162970542907715,0.8794795870780945,0.014487273874692619,0.34701505154520274,0.3325277776705101,False
sear_steak_nonoracle_16_172_187_240_320_400_480,sear_steak,172,187,"[240, 320, 400, 480]",0.015687623871781395,scored,0.013337798416614532,0.1407245695590973,0.007420383859425783,0.01448837947100401,0.1289910525083542,0.8794795870780945,0.015192894381470978,0.1444346123855561,0.12924171800408513,False
sear_steak_nonoracle_17_088_103_240_160_400_320,sear_steak,88,103,"[240, 160, 400, 320]",0.015621395723428577,scored,0.013588466681540012,0.35481107234954834,0.006586744450032711,0.030817000195384026,0.37386539578437805,0.8794795870780945,0.01523515279404819,0.36260327035710216,0.34736811756305397,False
sear_steak_nonoracle_18_008_023_320_160_480_320,sear_steak,8,23,"[320, 160, 480, 320]",0.015456423221621662,scored,0.013922344893217087,0.3848329782485962,0.006386162713170052,0.032961513847112656,0.3845073878765106,0.8794795870780945,0.0155188855715096,0.39316130466908217,0.37764241909757257,False
sear_steak_nonoracle_19_088_103_320_160_480_320,sear_steak,88,103,"[320, 160, 480, 320]",0.015401406416822283,scored,0.015013676136732101,0.38021108508110046,0.006454272661358118,0.032509446144104004,0.3584921360015869,0.8794795870780945,0.01662724430207163,0.3884263945758343,0.37179915027376265,False
sear_steak_nonoracle_20_220_235_160_320_320_480,sear_steak,220,235,"[160, 320, 320, 480]",0.01522527978522703,scored,0.014368667267262936,0.23947468400001526,0.006545479409396648,0.020871659740805626,0.17896881699562073,0.8794795870780945,0.016005037119612098,0.24478054689392448,0.22877550977431238,False
sear_steak_nonoracle_21_080_095_320_240_480_400,sear_steak,80,95,"[320, 240, 480, 400]",0.015224360319552942,scored,0.013294685631990433,0.23775614798069,0.006800705101341009,0.023221779614686966,0.2649497985839844,0.8794795870780945,0.014994861907325685,0.24364954084306956,0.22865467893574387,False
sear_steak_nonoracle_22_284_299_160_320_320_480,sear_steak,284,299,"[160, 320, 320, 480]",0.01514995655743405,scored,0.014743125066161156,0.23848919570446014,0.007251597009599209,0.021048370748758316,0.18230372667312622,0.8794795870780945,0.016556024318560958,0.24383923635035754,0.22728321203179658,False
sear_steak_nonoracle_23_084_099_240_240_400_400,sear_steak,84,99,"[240, 240, 400, 400]",0.014981678302865474,scored,0.013656051829457283,0.2222127765417099,0.00727251498028636,0.022052906453609467,0.2583710253238678,0.8794795870780945,0.015474180574528873,0.22781395111382008,0.2123397705392912,False
sear_steak_nonoracle_24_008_023_240_160_400_320,sear_steak,8,23,"[240, 160, 400, 320]",0.014954137377208097,scored,0.012449272908270359,0.35607925057411194,0.00647478923201561,0.030848395079374313,0.3365195095539093,0.8794795870780945,0.014067970216274261,0.36387929730266333,0.34981132708638907,False
