area,bbox_xyxy,mean_score,peak_score,component_score,scene,image_name,frame_idx,mask_source,flow_source,local_component_rank,mask_boundary_mean,flow_valid_boundary_mean,flow_mag_boundary_mean,dynamic_boundary_mean,static_delta_boundary_mean,flicker_boundary_mean,component_id
573,"[320, 160, 384, 224]",0.9390053153038025,1.0,0.951204252243042,flame_steak,cam00_0207,207,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/flame_steak/motion_priors/masks/cam00_0207.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/flame_steak/flow/cam00_0207.npz,0,0.048446014523506165,0.028301997110247612,0.6669642925262451,0.5523120164871216,0.6488685011863708,0.03419581428170204,flame_steak_boundary_036_cam00_0207
509,"[320, 160, 384, 224]",0.9398820996284485,1.0,0.9519056797027587,sear_steak,cam00_0091,91,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/sear_steak/motion_priors/masks/cam00_0091.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/sear_steak/flow/cam00_0091.npz,0,0.041563086211681366,0.037697091698646545,0.6486934423446655,0.5819153189659119,0.6633287668228149,0.031972505152225494,sear_steak_boundary_001_cam00_0091
160,"[32, 384, 96, 448]",0.9303125143051147,1.0,0.9442500114440919,sear_steak,cam00_0086,86,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/sear_steak/motion_priors/masks/cam00_0086.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/sear_steak/flow/cam00_0086.npz,0,0.03730028122663498,0.028080249205231667,0.5617567300796509,0.5800508856773376,0.661038339138031,0.03029189072549343,sear_steak_boundary_002_cam00_0086
477,"[352, 160, 416, 224]",0.9252620935440063,1.0,0.9402096748352051,sear_steak,cam00_0091,91,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/sear_steak/motion_priors/masks/cam00_0091.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/sear_steak/flow/cam00_0091.npz,1,0.041563086211681366,0.037697091698646545,0.6486934423446655,0.5819153189659119,0.6633287668228149,0.031972505152225494,sear_steak_boundary_003_cam00_0091
81,"[256, 443, 320, 507]",0.936419665813446,0.9500000476837158,0.9391357421875,sear_steak,cam00_0171,171,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/sear_steak/motion_priors/masks/cam00_0171.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/sear_steak/flow/cam00_0171.npz,0,0.04384475201368332,0.03565467894077301,0.6763681173324585,0.5832516551017761,0.6699257493019104,0.03124307096004486,sear_steak_boundary_004_cam00_0171
590,"[256, 416, 320, 480]",0.9234745502471924,1.0,0.938779640197754,sear_steak,cam00_0171,171,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/sear_steak/motion_priors/masks/cam00_0171.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/sear_steak/flow/cam00_0171.npz,1,0.04384475201368332,0.03565467894077301,0.6763681173324585,0.5832516551017761,0.6699257493019104,0.03124307096004486,sear_steak_boundary_005_cam00_0171
526,"[320, 160, 384, 224]",0.9199619293212891,1.0,0.9359695434570312,sear_steak,cam00_0092,92,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/sear_steak/motion_priors/masks/cam00_0092.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/sear_steak/flow/cam00_0092.npz,0,0.04719722643494606,0.029107291251420975,0.6862242221832275,0.5812588334083557,0.6632762551307678,0.030385257676243782,sear_steak_boundary_006_cam00_0092
318,"[288, 443, 352, 507]",0.9198113083839417,1.0,0.9358490467071534,sear_steak,cam00_0102,102,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/sear_steak/motion_priors/masks/cam00_0102.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/sear_steak/flow/cam00_0102.npz,0,0.03419873118400574,0.03658251836895943,0.3834424614906311,0.5835580229759216,0.6642361879348755,0.026297515258193016,sear_steak_boundary_007_cam00_0102
318,"[320, 443, 384, 507]",0.9198113083839417,1.0,0.9358490467071534,sear_steak,cam00_0102,102,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/sear_steak/motion_priors/masks/cam00_0102.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/sear_steak/flow/cam00_0102.npz,1,0.03419873118400574,0.03658251836895943,0.3834424614906311,0.5835580229759216,0.6642361879348755,0.026297515258193016,sear_steak_boundary_008_cam00_0102
498,"[320, 160, 384, 224]",0.9192771315574646,1.0,0.9354217052459717,sear_steak,cam00_0088,88,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/sear_steak/motion_priors/masks/cam00_0088.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/sear_steak/flow/cam00_0088.npz,0,0.04094744473695755,0.03184995800256729,0.49508070945739746,0.5802580714225769,0.6607787013053894,0.030691619962453842,sear_steak_boundary_009_cam00_0088
216,"[224, 288, 288, 352]",0.9173610806465149,1.0,0.9338888645172119,sear_steak,cam00_0095,95,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/sear_steak/motion_priors/masks/cam00_0095.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/sear_steak/flow/cam00_0095.npz,0,0.04076654464006424,0.03567218780517578,0.6879311203956604,0.5812267065048218,0.6631507873535156,0.030003033578395844,sear_steak_boundary_010_cam00_0095
18,"[64, 288, 128, 352]",0.9277778267860413,0.9500000476837158,0.9322222709655763,sear_steak,cam00_0099,99,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/sear_steak/motion_priors/masks/cam00_0099.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/sear_steak/flow/cam00_0099.npz,0,0.034645143896341324,0.04313282668590546,0.5162488222122192,0.5831640958786011,0.6655520796775818,0.024832813069224358,sear_steak_boundary_011_cam00_0099
280,"[224, 288, 288, 352]",0.9141072034835815,1.0,0.9312857627868654,sear_steak,cam00_0096,96,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/sear_steak/motion_priors/masks/cam00_0096.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/sear_steak/flow/cam00_0096.npz,0,0.0357247069478035,0.03407618775963783,0.7236703634262085,0.5820699334144592,0.663947343826294,0.027438348159193993,sear_steak_boundary_012_cam00_0096
914,"[288, 320, 352, 384]",0.9137855172157288,1.0,0.931028413772583,sear_steak,cam00_0171,171,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/sear_steak/motion_priors/masks/cam00_0171.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/sear_steak/flow/cam00_0171.npz,2,0.04384475201368332,0.03565467894077301,0.6763681173324585,0.5832516551017761,0.6699257493019104,0.03124307096004486,sear_steak_boundary_013_cam00_0171
529,"[320, 160, 384, 224]",0.9134215712547302,1.0,0.9307372570037842,sear_steak,cam00_0090,90,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/sear_steak/motion_priors/masks/cam00_0090.png,/leonardo_work/EUHPC_D21_034/proj_adags/data/n3v/sear_steak/flow/cam00_0090.npz,0,0.0398503802716732,0.03264358267188072,0.5709154605865479,0.5812996625900269,0.6632295846939087,0.029261929914355278,sear_steak_boundary_014_cam00_0090
